NumID,PlayerID,birthYear,birthMonth,birthDay,Nationality,nameLast,nameFirst,nameGiven,weight,height,bats,throws,debutYear,debutTeam,Name,Position,SigningBonus,Salary,DraftOrder,DebutYearTeam
1,50007,2001,3,14,Korea,Moon,Sang-Jun,Moon Sang-Jun,176,72,R,R,2022,KT,문상준,Infielder,4000만원,3100만원,20 KT 2차 8라운드 72순위,22KT
2,50030,2001,9,16,Korea,So,Hyeong-Jun,So Hyeong-Jun,203,74,R,R,2020,KT,소형준,Pitcher,36000만원,22000만원,20 KT 1차,20KT
3,50036,2001,12,14,Korea,Lee,Gang-Jun,Lee Gang-Jun,176,71,R,R,2020,KT,이강준,Pitcher,9000만원,3200만원,20 KT 2차 3라운드 22순위,20KT
4,50040,1987,4,4,Cuba,Despaigne,Odrisamer,Despaigne Odrisamer,203,72,R,R,2020,KT,데스파이네,Pitcher,300000달러,700000달러,20 KT 자유선발,20KT
5,50054,1997,10,30,Korea,Cheon,Seong-Ho,Cheon Seong-Ho,187,72,L,R,2020,KT,천성호,Infielder,10000만원,7100만원,20 KT 2차 2라운드 12순위,20KT
6,50066,2001,4,13,Korea,Kang,Hyeon-U,Kang Hyeon-U,198,71,R,R,2020,KT,강현우,Catcher,15000만원,5000만원,20 KT 2차 1라운드 2순위,20KT
7,50092,2001,7,26,Korea,Yoon,Jun-Hyeok,Yoon Jun-Hyeok,190,73,R,R,2020,KT,윤준혁,Infielder,8000만원,3500만원,20 KT 2차 4라운드 32순위,20KT
8,50106,1997,3,7,Korea,Yoo,Yeong-Chan,Yoo Yeong-Chan,198,73,R,R,2023,LG,유영찬,Pitcher,,21000만원,20 LG 2차 5라운드 43순위,23LG
9,50108,2001,8,18,Korea,Ham,Chang-Geon,Ham Chang-Geon,183,69,L,L,2024,LG,함창건,Outfielder,5000만원,3200만원,20 LG 2차 7라운드 63순위,24LG
10,50109,1997,12,22,Korea,Seong,Jae-Heon,Seong Jae-Heon,181,69,L,L,2020,LG,성재헌,Pitcher,4000만원,3600만원,20 LG 2차 8라운드 73순위,20LG
11,50115,1997,10,19,Korea,Kim,Su-In,Kim Su-In,179,70,R,R,2024,LG,김수인,Infielder,,3100만원,20 LG 육성선수,24LG
12,50126,2001,8,30,Korea,Lee,Min-Ho,Lee Min-Ho,205,74,R,R,2020,LG,이민호,Pitcher,30000만원,14000만원,20 LG 1차,20LG
13,50150,1994,8,23,Korea,Son,Ho-Yeong,Son Ho-Yeong,194,72,R,R,2014,Chicago Cubs,손호영,Infielder,,12500만원,20 LG 2차 3라운드 23순위,14시카고컵스
14,50157,2000,4,3,Korea,Kim,Yun-Sik,Kim Yun-Sik,183,71,L,L,2020,LG,김윤식,Pitcher,20000만원,12000만원,20 LG 2차 1라운드 3순위,20LG
15,50165,1994,12,28,Mexico,Ramos,Henry,Ramos Henry,254,76,L,R,2020,LG,라모스,Infielder,200000달러,600000달러,20 LG 자유선발,20LG
16,50167,2001,4,2,Korea,Lee,Ju-Hyeong,Lee Ju-Hyeong,176,71,L,R,2020,LG,이주형,Outfielder,15000만원,11000만원,20 LG 2차 2라운드 13순위,20LG
17,50202,1993,4,19,Japan,An,Kwon-Soo,An Kwon-Soo,176,69,L,R,2020,Doosan,안권수,Outfielder,3000만원,8000만원,20 두산 2차 10라운드 99순위,20두산
18,50203,2000,12,7,Korea,Kwon,Hwi,Kwon Hwi,192,71,R,R,2020,Doosan,권휘,Pitcher,,3700만원,20 두산 육성선수,20두산
19,50204,2000,9,7,Korea,Park,Ji-Hun,Park Ji-Hun,176,72,R,R,2020,Doosan,박지훈,Infielder,6000만원,3240만원,20 두산 2차 5라운드 49순위,20두산
20,50205,1997,11,12,Korea,Park,Ung,Park Ung,227,76,R,R,2021,Doosan,박웅,Pitcher,,3300만원,20 두산 육성선수,21두산
21,50206,2001,5,1,Korea,Choi,Jong-In,Choi Jong-In,185,73,R,R,2024,Doosan,최종인,Pitcher,3000만원,3500만원,20 두산 2차 9라운드 89순위,24두산
22,50208,2001,9,4,Korea,Oh,Myeong-Jin,Oh Myeong-Jin,174,70,L,R,2020,Doosan,오명진,Infielder,5000만원,3100만원,20 두산 2차 6라운드 59순위,20두산
23,50211,2000,9,30,Korea,Je,Hwan-Yu,Je Hwan-Yu,168,72,L,R,2020,Doosan,제환유,Pitcher,10000만원,3000만원,20 두산 2차 2라운드 19순위,20두산
24,50234,1994,7,1,USA,Flexen,Chris,Flexen Chris,249,75,R,R,2020,Doosan,플렉센,Pitcher,143000달러,600000달러,20 두산 자유선발,20두산
25,50244,2001,4,21,Korea,Jang,Gyu-Bin,Jang Gyu-Bin,216,73,R,R,2020,Doosan,장규빈,Catcher,14000만원,3100만원,20 두산 2차 1라운드 9순위,20두산
26,50262,2001,3,26,Korea,Lee,Ju-Yeop,Lee Ju-Yeop,198,74,R,R,2020,Doosan,이주엽,Pitcher,20000만원,3000만원,20 두산 1차,20두산
27,50293,1997,5,25,Korea,Yang,Chan-Yeol,Yang Chan-Yeol,185,70,L,R,2020,Doosan,양찬열,Outfielder,4000만원,4000만원,20 두산 2차 8라운드 79순위,20두산
28,50296,2001,2,12,Korea,Cho,Je-Yeong,Cho Je-Yeong,196,72,R,R,2020,Doosan,조제영,Pitcher,7000만원,3000만원,20 두산 2차 4라운드 39순위,20두산
29,50298,2001,6,1,Korea,Choi,Se-Chang,Choi Se-Chang,209,74,R,R,2020,Doosan,최세창,Pitcher,8000만원,3000만원,20 두산 2차 3라운드 29순위,20두산
30,50300,1989,9,18,USA,Motter,Taylor,Motter Taylor,194,73,R,R,2020,Kiwoom,모터,Infielder,,200000달러,20 키움 자유선발,20키움
31,50304,2001,2,16,Korea,Kim,Byeong-Hwi,Kim Byeong-Hwi,174,70,R,R,2020,Kiwoom,김병휘,Infielder,7000만원,3500만원,20 키움 2차 4라운드 37순위,20키움
32,50312,2001,6,21,Korea,Shin,Jun-U,Shin Jun-U,176,70,R,R,2021,Kiwoom,신준우,Infielder,9000만원,4200만원,20 키움 2차 2라운드 17순위,21키움
33,50350,1994,1,23,USA,Russell,Addison,Russell Addison,198,72,R,R,2020,Kiwoom,러셀,Infielder,,550000달러,20 키움 자유선발,20키움
34,50354,2001,6,4,Korea,Lee,Jong-Min,Lee Jong-Min,212,73,L,L,2020,Kiwoom,이종민,Pitcher,11000만원,3600만원,20 키움 2차 1라운드 7순위,20키움
35,50357,2001,4,16,Korea,Park,Ju-Hong,Park Ju-Hong,192,74,L,L,2020,Kiwoom,박주홍,Outfielder,20000만원,3700만원,20 키움 1차,20키움
36,50360,2001,12,27,Korea,Kim,Dong-Hyeok,Kim Dong-Hyeok,176,72,R,R,2020,Kiwoom,김동혁,Pitcher,8000만원,4800만원,20 키움 2차 3라운드 27순위,20키움
37,50365,1991,3,23,Korea,Moon,Chan-Jong,Moon Chan-Jong,181,72,R,R,2010,Houston Astros,문찬종,,,,20 키움 2차 6라운드 57순위,10휴스턴
38,50393,1997,5,16,Korea,Kim,Dong-Uk,Kim Dong-Uk,183,70,R,R,2021,Kiwoom,김동욱,Pitcher,2000만원,3000만원,20 키움 2차 10라운드 97순위,21키움
39,50397,1997,3,26,Korea,Park,Gwan-Jin,Park Gwan-Jin,176,73,R,R,2020,Kiwoom,박관진,Pitcher,6000만원,3000만원,20 키움 2차 5라운드 47순위,20키움
40,50404,1989,5,11,USA,Buchanan,David,Buchanan David,198,75,R,R,2020,Samsung,뷰캐넌,Pitcher,100000달러,1100000달러,20 삼성 자유선발,20삼성
41,50411,2001,5,18,Korea,Park,Ju-Hyeok,Park Ju-Hyeok,181,72,R,R,2022,Samsung,박주혁,Pitcher,6000만원,3800만원,20 삼성 2차 5라운드 45순위,22삼성
42,50430,2001,3,27,Korea,Hong,Won-Pyo,Hong Won-Pyo,190,72,R,R,2020,Samsung,홍원표,Pitcher,8000만원,3550만원,20 삼성 2차 3라운드 25순위,20삼성
43,50441,2001,11,3,Korea,Hwang,Dong-Jae,Hwang Dong-Jae,214,75,R,R,2020,Samsung,황동재,Pitcher,23000만원,6200만원,20 삼성 1차,20삼성
44,50449,2001,6,19,Korea,Heo,Yun-Dong,Heo Yun-Dong,198,71,L,L,2020,Samsung,허윤동,Pitcher,15000만원,5000만원,20 삼성 2차 1라운드 5순위,20삼성
45,50458,2001,3,8,Korea,Kim,Ji-Chan,Kim Ji-Chan,141,64,L,R,2020,Samsung,김지찬,Outfielder,11000만원,28000만원,20 삼성 2차 2라운드 15순위,20삼성
46,50464,2000,8,26,Korea,Lee,Seung-Min,Lee Seung-Min,174,69,L,L,2020,Samsung,이승민,Pitcher,7000만원,5000만원,20 삼성 2차 4라운드 35순위,20삼성
47,50468,1989,7,20,USA,Saladino,Tyler,Saladino Tyler,198,72,R,R,2020,Samsung,살라디노,Infielder,100000달러,700000달러,20 삼성 자유선발,20삼성
48,50469,1991,10,28,USA,Palka,Daniel,Palka Daniel,229,74,L,L,2020,Samsung,팔카,Outfielder,20000달러,100000달러,20 삼성 자유선발,20삼성
49,50500,1997,12,19,Korea,Hwang,Seong-Bin,Hwang Seong-Bin,168,68,L,R,2022,Lotte,황성빈,Outfielder,7000만원,15500만원,20 롯데 2차 5라운드 44순위,22롯데
50,50506,1992,2,22,Venezuela,Machado,Dixon,Machado Dixon,201,73,R,R,2020,Lotte,마차도,Infielder,150000달러,500000달러,20 롯데 자유선발,20롯데
51,50524,1991,10,7,USA,Sampson,Adrian,Sampson Adrian,209,74,R,R,2020,Lotte,샘슨,Pitcher,339700달러,500000달러,20 롯데 자유선발,20롯데
52,50556,2001,10,10,Korea,Choi,Jun-Yong,Choi Jun-Yong,187,73,R,R,2020,Lotte,최준용,Pitcher,25000만원,11000만원,20 롯데 1차,20롯데
53,50558,1988,12,1,USA,Straily,Dan,Straily Dan,220,74,R,R,2020,Lotte,스트레일리,Pitcher,300000달러,1000000달러,20 롯데 자유선발,20롯데
54,50563,2001,8,27,Korea,Park,Ro-Geon,Park Ro-Geon,194,73,L,L,2020,Lotte,박로건,Pitcher,11000만원,3100만원,20 롯데 2차 2라운드 14순위,20롯데
55,50573,1996,2,14,Korea,Kim,Min-Gi,Kim Min-Gi,183,70,R,R,2022,Lotte,김민기,Pitcher,,3000만원,20 롯데 육성선수,22롯데
56,50592,2001,6,16,Korea,Park,Myeong-Hyeon,Park Myeong-Hyeon,176,73,R,R,2020,Lotte,박명현,Pitcher,9000만원,3200만원,20 롯데 2차 3라운드 24순위,20롯데
57,50596,2001,7,20,Korea,Hong,Min-Gi,Hong Min-Gi,187,73,L,L,2020,Lotte,홍민기,Pitcher,16000만원,3100만원,20 롯데 2차 1라운드 4순위,20롯데
58,50600,2000,5,2,Korea,Hong,Jong-Pyo,Hong Jong-Pyo,159,70,L,R,2020,KIA,홍종표,Infielder,11000만원,6500만원,20 KIA 2차 2라운드 16순위,20KIA
59,50604,2000,11,15,Korea,Yoo,Ji-Seong,Yoo Ji-Seong,207,74,L,L,2020,KIA,유지성,Pitcher,7000만원,3200만원,20 KIA 2차 4라운드 36순위,20KIA
60,50608,1998,12,24,Korea,Lee,In-Han,Lee In-Han,209,72,R,R,2024,Lotte,이인한,Outfielder,3000만원,3100만원,20 KIA 2차 9라운드 86순위,24롯데
61,50636,1990,4,27,USA,Brooks,Aaron,Brooks Aaron,229,76,R,R,2020,KIA,브룩스,Pitcher,200000달러,1000000달러,20 KIA 자유선발,20KIA
62,50640,1990,6,26,USA,Gagnon,Drew,Gagnon Drew,214,76,R,R,2020,KIA,가뇽,Pitcher,200000달러,650000달러,20 KIA 자유선발,20KIA
63,50641,2001,8,2,Korea,Jang,Jae-Hyeok,Jang Jae-Hyeok,190,71,R,R,2022,KIA,장재혁,Pitcher,5000만원,3100만원,20 KIA 2차 6라운드 56순위,22KIA
64,50650,2001,12,19,Korea,Choi,Yong-Jun,Choi Yong-Jun,231,76,R,R,2021,KIA,최용준,Pitcher,3000만원,3000만원,20 KIA 2차 10라운드 96순위,21KIA
65,50657,2001,6,5,Korea,Park,Min,Park Min,185,72,R,R,2020,KIA,박민,Infielder,15000만원,3800만원,20 KIA 2차 1라운드 6순위,20KIA
66,50662,2001,8,23,Korea,Jung,Hae-Yeong,Jung Hae-Yeong,216,74,R,R,2020,KIA,정해영,Pitcher,20000만원,36000만원,20 KIA 1차,20KIA
67,50704,2001,9,28,Korea,Lim,Jong-Chan,Lim Jong-Chan,187,72,L,R,2020,Hanwha,임종찬,Outfielder,9000만원,3700만원,20 한화 2차 3라운드 28순위,20한화
68,50705,1997,4,3,Korea,Kang,Jae-Min,Kang Jae-Min,196,71,R,R,2020,Hanwha,강재민,Pitcher,8000만원,14500만원,20 한화 2차 4라운드 38순위,20한화
69,50706,1997,4,11,Korea,Jang,Ung-Jeong,Jang Ung-Jeong,168,71,R,R,2020,Hanwha,장웅정,Pitcher,7000만원,3200만원,20 한화 2차 5라운드 48순위,20한화
70,50707,2000,1,30,Korea,Choi,In-Ho,Choi In-Ho,181,70,L,R,2020,Hanwha,최인호,Outfielder,6000만원,6800만원,20 한화 2차 6라운드 58순위,20한화
71,50709,2001,7,27,Korea,Park,Jeong-Hyeon,Park Jeong-Hyeon,183,72,R,R,2020,Hanwha,박정현,Infielder,4000만원,3700만원,20 한화 2차 8라운드 78순위,20한화
72,50711,2001,7,7,Korea,Kim,Seung-Il,Kim Seung-Il,187,72,R,R,2024,Hanwha,김승일,Pitcher,3000만원,3200만원,20 한화 2차 10라운드 98순위,24한화
73,50720,2001,2,12,Korea,Nam,Ji-Min,Nam Ji-Min,220,71,R,R,2020,Hanwha,남지민,Pitcher,16000만원,4000만원,20 한화 2차 1라운드 8순위,20한화
74,50726,2001,3,17,Korea,Han,Seung-Ju,Han Seung-Ju,187,72,R,R,2020,Hanwha,한승주,Pitcher,11000만원,4500만원,20 한화 2차 2라운드 18순위,20한화
75,50730,1986,5,15,USA,Barnes,Brandon,Barnes Brandon,209,74,R,R,2020,Hanwha,반즈,Outfielder,50000달러,50000달러,20 한화 자유선발,20한화
76,50758,2001,6,12,Korea,Shin,Ji-Hu,Shin Ji-Hu,247,78,R,R,2020,Hanwha,신지후,Pitcher,22000만원,,20 한화 1차,20한화
77,50802,1990,10,29,USA,White,Tyler,White Tyler,0,0,R,R,2020,SK,화이트,Infielder,,,20 SK 자유선발,20SK
78,50812,2001,5,10,Korea,Park,Si-Hu,Park Si-Hu,194,72,L,L,2022,SSG,박시후,Pitcher,2000만원,3100만원,20 SK 2차 10라운드 100순위,22SSG
79,50813,1997,4,15,Korea,Yang,Seon-Ryul,Yang Seon-Ryul,201,73,R,R,2020,SK,양선률,Pitcher,,3000만원,20 SK 육성선수,20SK
80,50815,1991,11,8,USA,Kingham,Nick,Kingham Nick,234,77,R,R,2020,SK,킹험,Pitcher,100000달러,700000달러,20 SK 자유선발,20SK
81,50819,1997,6,15,Korea,Lee,Geo-Yeon,Lee Geo-Yeon,203,73,R,R,2020,SK,이거연,Infielder,3000만원,3000만원,20 SK 2차 9라운드 90순위,20SK
82,50820,2000,11,25,Korea,Jeon,Ui-San,Jeon Ui-San,231,74,L,R,2021,SK,전의산,Infielder,13000만원,8000만원,20 SK 2차 1라운드 10순위,21SK
83,50835,1994,1,20,Venezuela,Pinto,Ricardo,Pinto Ricardo,194,72,R,R,2020,SK,핀토,Pitcher,100000달러,450000달러,20 SK 자유선발,20SK
84,50840,2001,7,8,Korea,Hyeon,Won-Hoe,Hyeon Won-Hoe,209,71,R,R,2020,SK,현원회,Infielder,7000만원,3000만원,20 SK 2차 4라운드 40순위,20SK
85,50848,2001,4,30,Korea,Kim,Seong-Min,Kim Seong-Min,194,72,R,R,2020,SK,김성민,Infielder,10000만원,3000만원,20 SK 2차 2라운드 20순위,20SK
86,50854,1997,7,23,Korea,Choi,Ji-Hun,Choi Ji-Hun,181,70,L,R,2020,SK,최지훈,Outfielder,8000만원,30000만원,20 SK 2차 3라운드 30순위,20SK
87,50859,2001,4,23,Korea,Oh,Won-Seok,Oh Won-Seok,176,72,L,L,2020,SK,오원석,Pitcher,20000만원,14000만원,20 SK 1차,20SK
88,50868,1996,7,16,Korea,Ryu,Hyo-Seung,Ryu Hyo-Seung,220,75,R,R,2020,SK,류효승,Outfielder,5000만원,3100만원,20 SK 2차 6라운드 60순위,20SK
89,50900,2001,9,15,Korea,Lim,Hyeong-Won,Lim Hyeong-Won,161,72,R,R,2020,NC,임형원,Pitcher,8000만원,3000만원,20 NC 2차 4라운드 31순위,20NC
90,50901,2001,2,27,Korea,An,In-San,An In-San,209,71,R,R,2020,NC,안인산,Infielder,10000만원,3000만원,20 NC 2차 3라운드 21순위,20NC
91,50902,2001,1,18,Korea,Kim,Han-Byeol,Kim Han-Byeol,187,70,R,R,2022,NC,김한별,Infielder,,3800만원,20 NC 2차 7라운드 61순위,22NC
92,50903,2001,10,19,Korea,Han,Jae-Hwan,Han Jae-Hwan,196,70,R,R,2024,NC,한재환,Infielder,4000만원,3000만원,20 NC 2차 8라운드 71순위,24NC
93,50904,2001,3,9,Korea,Lee,Jong-Jun,Lee Jong-Jun,205,75,R,R,2024,LG,이종준,Pitcher,3000만원,4200만원,20 NC 2차 9라운드 81순위,24LG
94,50905,2001,7,26,Korea,Kang,Tae-Gyeong,Kang Tae-Gyeong,209,74,L,R,2021,NC,강태경,Pitcher,7000만원,3100만원,20 NC 2차 5라운드 41순위,21NC
95,50906,1997,7,16,Korea,Park,Yeong-Bin,Park Yeong-Bin,194,72,L,R,2023,NC,박영빈,Outfielder,,3100만원,20 NC 육성선수,23NC
96,50912,1990,1,3,USA,Wright,Mike,Wright Mike,214,78,R,R,2020,NC,라이트,Pitcher,200000달러,800000달러,20 NC 자유선발,20NC
97,50923,1991,1,14,USA,Altherr,Aaron,Altherr Aaron,214,77,R,R,2020,NC,알테어,Outfielder,200000달러,1100000달러,20 NC 자유선발,20NC
98,50992,2001,4,7,Korea,Kim,Tae-Gyeong,Kim Tae-Gyeong,209,74,R,R,2020,NC,김태경,Pitcher,15000만원,5000만원,20 NC 1차,20NC
99,50995,2000,6,16,Korea,Jung,Gu-Beom,Jung Gu-Beom,157,72,L,L,2020,NC,정구범,Pitcher,25000만원,3000만원,20 NC 2차 1라운드 1순위,20NC
100,50996,2001,5,30,Korea,Park,Si-Won,Park Si-Won,187,73,L,R,2020,NC,박시원,Outfielder,12000만원,4400만원,20 NC 2차 2라운드 11순위,20NC
101,51003,1998,9,12,Korea,Kwon,Dong-Jin,Kwon Dong-Jin,183,70,L,R,2021,KT,권동진,Infielder,15000만원,4600만원,21 KT 2차 1라운드 5순위,21KT
102,51004,1989,6,10,Dominica Republic,Almonte,Zoilo,Almonte Zoilo,203,72,R,R,2021,KT,알몬테,Outfielder,,525000달러,21 KT 자유선발,21KT
103,51005,1996,7,12,Korea,Kim,Geon-Hyeong,Kim Geon-Hyeong,183,72,L,R,2021,KT,김건형,Outfielder,4000만원,3300만원,21 KT 2차 8라운드 75순위,21KT
104,51007,2002,7,5,Korea,Choi,Seong-Min,Choi Seong-Min,185,70,L,L,2023,KT,최성민,Outfielder,,3200만원,21 KT 2차 6라운드 55순위,23KT
105,51009,1998,4,30,Korea,Jeon,Jin-Yeong,Jeon Jin-Yeong,170,70,L,R,2022,KT,전진영,Outfielder,,3000만원,21 KT 육성선수,22KT
106,51013,2002,8,16,Korea,Yoo,Jun-Gyu,Yoo Jun-Gyu,152,69,L,R,2021,KT,유준규,Outfielder,8000만원,3000만원,21 KT 2차 3라운드 25순위,21KT
107,51058,1998,11,30,Korea,Han,Cha-Hyeon,Han Cha-Hyeon,176,71,R,R,2021,KT,한차현,Pitcher,10000만원,3500만원,21 KT 2차 2라운드 15순위,21KT
108,51060,2002,2,15,Korea,Ji,Myeong-Seong,Ji Myeong-Seong,143,68,R,R,2021,KT,지명성,Pitcher,7000만원,3200만원,21 KT 2차 4라운드 35순위,21KT
109,51097,2002,8,18,Korea,Kim,Yeong-Hyeon,Kim Yeong-Hyeon,183,70,R,R,2023,KT,김영현,Pitcher,,4100만원,21 KT 2차 5라운드 45순위,23KT
110,51100,2002,6,17,Korea,Lee,Yeong-Bin,Lee Yeong-Bin,181,72,L,R,2021,LG,이영빈,Infielder,13000만원,6000만원,21 LG 2차 1라운드 7순위,21LG
111,51110,2000,7,18,Korea,Lee,Mit-Eum,Lee Mit-Eum,176,74,R,R,2024,LG,이믿음,Pitcher,7000만원,3000만원,21 LG 2차 4라운드 37순위,24LG
112,51111,2002,4,10,Korea,Song,Seung-Gi,Song Seung-Gi,198,71,L,L,2022,LG,송승기,Pitcher,3000만원,3600만원,21 LG 2차 9라운드 87순위,22LG
113,51136,1992,9,11,USA,Suarez,Andrew,Suarez Andrew,194,73,L,L,2021,LG,수아레즈,Pitcher,200000달러,400000달러,21 LG 자유선발,21LG
114,51143,2002,10,14,Korea,Kang,Hyo-Jong,Kang Hyo-Jong,185,72,R,R,2021,LG,강효종,Pitcher,20000만원,4300만원,21 LG 1차,21LG
115,51144,1988,5,28,USA,Bour,Justin,Bour Justin,0,0,L,R,2021,LG,보어,Infielder,,300000달러,21 LG 자유선발,21LG
116,51154,1998,8,31,Korea,Kim,Jin-Su,Kim Jin-Su,181,70,R,R,2021,LG,김진수,Pitcher,10000만원,3600만원,21 LG 2차 2라운드 17순위,21LG
117,51203,2002,2,15,Korea,An,Jae-Seok,An Jae-Seok,165,73,L,R,2021,Doosan,안재석,Infielder,20000만원,5300만원,21 두산 1차,21두산
118,51230,2002,2,14,Korea,Kim,Dong-Ju,Kim Dong-Ju,203,75,R,R,2021,Doosan,김동주,Pitcher,12000만원,5500만원,21 두산 2차 1라운드 10순위,21두산
119,51234,1994,5,3,USA,Lockett,Walker,Lockett Walker,225,77,R,R,2021,Doosan,로켓,Pitcher,250000달러,493000달러,21 두산 자유선발,21두산
120,51257,1989,1,10,Cuba,Miranda,Ariel,Miranda Ariel,190,74,L,L,2021,Doosan,미란다,Pitcher,150000달러,1600000달러,21 두산 자유선발,21두산
121,51264,2001,5,11,Korea,Choi,Seung-Yong,Choi Seung-Yong,192,75,L,L,2021,Doosan,최승용,Pitcher,8000만원,8500만원,21 두산 2차 2라운드 20순위,21두산
122,51269,2002,6,16,Korea,Kang,Hyeon-Gu,Kang Hyeon-Gu,216,73,R,R,2021,Doosan,강현구,Outfielder,7000만원,3000만원,21 두산 2차 3라운드 30순위,21두산
123,51294,2002,6,28,Korea,Kim,Do-Yun,Kim Do-Yun,183,71,L,R,2021,Doosan,김도윤,Pitcher,6000만원,3100만원,21 두산 2차 4라운드 40순위,21두산
124,51298,2002,11,18,Korea,Park,Seong-Jae,Park Seong-Jae,216,73,R,R,2021,Doosan,박성재,Catcher,3000만원,3100만원,21 두산 2차 8라운드 80순위,21두산
125,51301,1997,11,14,Korea,Kim,Seong-Jin,Kim Seong-Jin,170,72,L,R,2021,Kiwoom,김성진,Pitcher,7000만원,4500만원,21 키움 2차 3라운드 29순위,21키움
126,51302,2002,7,5,Korea,Lee,Ju-Hyeong,Lee Ju-Hyeong,231,72,L,L,2021,Kiwoom,이주형,Infielder,6000만원,3700만원,21 키움 2차 4라운드 39순위,21키움
127,51303,2001,10,31,Korea,Kim,Si-Ang,Kim Si-Ang,185,70,R,R,2022,Kiwoom,김시앙,Catcher,5000만원,3500만원,21 키움 2차 5라운드 49순위,22키움
128,51307,1998,12,17,Korea,Lee,Jae-Hong,Lee Jae-Hong,154,67,R,R,2022,Kiwoom,이재홍,Infielder,3000만원,3100만원,21 키움 2차 9라운드 89순위,22키움
129,51309,1994,11,16,USA,Craig,Will,Craig Will,231,75,R,R,2021,Kiwoom,크레익,Infielder,,371000달러,21 키움 자유선발,21키움
130,51324,1989,3,18,USA,Freitas,David,Freitas David,254,74,R,R,2021,Kiwoom,프레이타스,Infielder,,550000달러,21 키움 자유선발,21키움
131,51334,1987,8,7,USA,Smith,Josh,Smith Josh,209,74,R,R,2021,Kiwoom,스미스,Pitcher,,500000달러,21 키움 자유선발,21키움
132,51344,2002,1,1,Korea,Kim,Hwi-Jip,Kim Hwi-Jip,203,71,R,R,2021,Kiwoom,김휘집,Infielder,10000만원,17500만원,21 키움 2차 1라운드 9순위,21키움
133,51359,2002,5,10,Korea,Jang,Jae-Yeong,Jang Jae-Yeong,183,74,R,R,2021,Kiwoom,장재영,Outfielder,90000만원,4600만원,21 키움 1차,21키움
134,51393,2002,7,12,Korea,Kim,Jun-Hyeong,Kim Jun-Hyeong,201,72,R,R,2021,Kiwoom,김준형,Pitcher,8000만원,3700만원,21 키움 2차 2라운드 19순위,21키움
135,51403,1996,12,18,Korea,Kim,Dong-Jin,Kim Dong-Jin,185,72,L,R,2022,Samsung,김동진,Infielder,6000만원,4500만원,21 삼성 2차 5라운드 43순위,22삼성
136,51407,1999,6,3,Korea,Lee,Chang-Yong,Lee Chang-Yong,196,72,R,R,2024,Samsung,이창용,Infielder,4000만원,3300만원,21 삼성 2차 8라운드 73순위,24삼성
137,51417,2002,10,11,Korea,Kim,Hyeon-Jun,Kim Hyeon-Jun,172,70,L,L,2021,Samsung,김현준,Outfielder,3000만원,10000만원,21 삼성 2차 9라운드 83순위,21삼성
138,51439,1989,7,1,USA,Montgomery,Mike,Montgomery Mike,218,77,L,L,2021,Samsung,몽고메리,Pitcher,100000달러,450000달러,21 삼성 자유선발,21삼성
139,51454,2002,5,19,Korea,Lee,Seung-Hyeon,Lee Seung-Hyeon,225,72,L,L,2021,Samsung,이승현,Pitcher,35000만원,12000만원,21 삼성 1차,21삼성
140,51460,2001,10,11,Korea,Lee,Jae-Hui,Lee Jae-Hui,220,74,L,R,2021,Samsung,이재희,Pitcher,15000만원,3600만원,21 삼성 2차 1라운드 3순위,21삼성
141,51463,1989,11,21,Venezuela,Pirela,Jose,Pirela Jose,218,72,R,R,2021,Samsung,피렐라,Outfielder,100000달러,1200000달러,21 삼성 자유선발,21삼성
142,51516,2002,7,5,Korea,Kim,Jin-Uk,Kim Jin-Uk,198,73,L,L,2021,Lotte,김진욱,Pitcher,37000만원,10000만원,21 롯데 2차 1라운드 1순위,21롯데
143,51526,2002,10,3,Korea,Woo,Gang-Hun,Woo Gang-Hun,194,72,R,R,2023,Lotte,우강훈,Pitcher,4000만원,3600만원,21 롯데 2차 5라운드 41순위,23롯데
144,51528,2002,1,14,Korea,Son,Seong-Bin,Son Seong-Bin,203,73,R,R,2021,Lotte,손성빈,Catcher,15000만원,6800만원,21 롯데 1차,21롯데
145,51546,2000,3,17,Korea,Jung,U-Jun,Jung U-Jun,181,71,R,R,2021,Lotte,정우준,Pitcher,5000만원,3200만원,21 롯데 2차 6라운드 51순위,21롯데
146,51551,2002,2,15,Korea,Na,Seung-Yeop,Na Seung-Yeop,181,75,L,R,2021,Lotte,나승엽,Infielder,50000만원,12000만원,21 롯데 2차 2라운드 11순위,21롯데
147,51560,1998,9,21,Korea,Lee,Ju-Chan,Lee Ju-Chan,190,71,R,R,2021,Lotte,이주찬,Infielder,,3200만원,21 롯데 육성선수,21롯데
148,51567,1992,12,29,Venezuela,Franco,Enderson,Franco Enderson,238,74,R,R,2021,Lotte,프랑코,Pitcher,55000달러,245000달러,21 롯데 자유선발,21롯데
149,51574,1998,10,12,Korea,Choi,Jong-Eun,Choi Jong-Eun,181,70,L,R,2021,Lotte,최종은,Infielder,,3000만원,21 롯데 육성선수,21롯데
150,51586,2001,11,9,Korea,Kim,Chang-Hun,Kim Chang-Hun,216,73,R,R,2021,Lotte,김창훈,Pitcher,8000만원,3200만원,21 롯데 2차 3라운드 21순위,21롯데
151,51594,2002,6,20,Korea,Song,Jae-Yeong,Song Jae-Yeong,185,71,L,L,2021,Lotte,송재영,Pitcher,6000만원,3200만원,21 롯데 2차 4라운드 31순위,21롯데
