ID,npbjpID,playerID,birthYear,birthMonth,birthDay,birthPlace,nameLast,nameFirst,height,weight,bats,throws,Position
805,,100805,1924,9,3,Japan,Ebara,Yoshimi,69,150,,,Pitcher
806,,100806,1924,9,11,Japan,Nomura,Teruo,67,137,,,Third baseman
807,,100807,1924,10,5,Japan,Yamagata,Tomihito,68,150,,,First baseman
808,,100808,1924,10,8,Japan,Tsuchiya,Goro,66,141,,,Center fielder
809,,100809,1924,11,30,Japan,Tsukamoto,Etsuro,69,216,,,Center fielder
810,,100810,1925,1,7,Japan,Okumura,Takaaki,64,117,,,Pinch Hitter
811,,100811,1925,1,10,Japan,Shishido,Zenjiro,66,141,,,Shortstop
812,,100812,1925,1,24,Japan,Shindo,Sadafumi,68,146,,,Right fielder
813,,100813,1925,2,1,Japan,Otomo,Takumi,69,157,,,Pitcher
814,,100814,1925,2,13,Japan,Teshirogi,Kazuhiko,68,150,,,Second baseman
815,,100815,1925,4,15,Japan,Goi,Kozo,69,150,,,Pitcher
816,,100816,1925,4,24,Japan,Ogimoto,Isamu,64,141,,,Center fielder
817,,100817,1925,5,29,Japan,Cho,Takeo,68,132,,,Pitcher
818,,100818,1925,6,10,Japan,Ikeda,Tsutomu,67,134,,,Second baseman
819,,100819,1925,7,18,Taiwan,Imakurusu,Isao,64,132,,,Shortstop
820,,100820,1926,1,1,Japan,Chihara,Masao,69,154,,,Third baseman
821,,100821,1926,1,7,Japan,Sumoto,Kenichi,66,132,,,Pinch Hitter
822,,100822,1926,1,27,Japan,Yamashita,Yuzuru,65,141,,,Center fielder
823,,100823,1926,2,12,Japan,Kyuki,Isao,68,141,,,Pitcher
824,,100824,1926,2,16,Japan,Aramaki,Atsushi,68,134,,,Pitcher
825,,100825,1926,4,5,Japan,Hozan,Shoji,67,132,,,Third baseman
826,,100826,1926,4,21,Japan,Yamasaki,Zenpei,68,150,,,Center fielder
827,,100827,1926,6,3,Japan,Odagiri,Shigezo,64,132,,,Left fielder
828,,100828,1926,7,7,Japan,Sugiyama,Tetsuo,66,132,,,Catcher
829,,100829,1926,10,13,Japan,Terada,Raita,65,128,,,Right fielder
830,,100830,1926,11,4,Japan,Tanaka,Fumio,68,148,,,Pitcher
831,,100831,1926,11,7,Japan,Yamazaki,Katsumi,68,161,,,Left fielder
832,,100832,1926,12,3,Japan,Ishikawa,Kiyoitsu,68,150,,,Pitcher
833,,100833,1927,1,5,Taiwan,Hagiwara,Akira,66,132,,,Second baseman
834,,100834,1927,1,16,Japan,Kageyama,Kazuo,65,141,,,Third baseman
835,,100835,1927,2,2,Taiwan,Shimabara,Teruo,68,161,,,Right fielder
836,,100836,1927,2,15,Japan,Kuroki,Muneyuki,68,150,,,Right fielder
837,,100837,1927,3,15,Japan,Sekine,Junzo,68,154,,,Pitcher
838,,100838,1927,3,29,Japan,Noguchi,Katsumi,64,132,,,Pitcher
839,,100839,1927,4,13,Japan,Ueda,Takehiko,67,141,,,Shortstop
840,,100840,1927,4,25,Japan,Wanaka,Michio,64,132,,,Catcher
841,,100841,1927,6,1,Japan,Hamada,Hiroshi,67,132,,,Pitcher
842,,100842,1927,6,19,Japan,Tanaka,Tatsuo,67,137,,,Pitcher
843,,100843,1927,9,8,Japan,Samata,Ryoichi,67,132,,,Pitcher
844,,100844,1927,9,28,Japan,Kawashima,Noriaki,68,146,,,Third baseman
845,,100845,1927,11,1,Japan,Kaneko,Kazusaburo,69,157,,,Pinch Hitter
846,,100846,1927,11,30,Taiwan,Uchida,Soya,67,121,,,Pitcher
847,,100847,1927,11,30,Japan,Muramatsu,Shojiro,68,150,,,Pitcher
848,,100848,1928,2,2,Japan,Kitamura,Shuichi,66,141,,,Catcher
849,,100849,1928,4,6,Japan,Sakata,Masayoshi,66,146,,,Shortstop
850,,100850,1928,5,17,Japan,Hasebe,Eiichi,68,132,,,Catcher
851,,100851,1928,6,15,Japan,Harada,Koichi,67,150,,,Pitcher
852,,100852,1928,7,12,Japan,Inaba,Ikuzo,66,123,,,Pitcher
853,,100853,1928,8,8,Japan,Murokawa,Mitsuo,66,117,,,Catcher
854,,100854,1928,8,15,Japan,Kubo,Shigeo,69,150,,,Pitcher
855,,100855,1928,11,27,Japan,Saito,Hiroshi,68,141,,,Third baseman
856,,100856,1929,1,1,Japan,Tahara,Mototoshi,66,137,,,Pitcher
857,,100857,1929,4,24,Japan,Tarui,Seiichi,68,137,,,Pitcher
858,,100858,1929,5,20,Japan,Hoshino,Takeo,67,150,,,Pitcher
859,,100859,1929,9,18,Japan,Teramoto,Tetsuji,66,141,,,Pinch Hitter
860,,100860,1929,9,25,Japan,Minohara,Hiroshi,67,161,,,Center fielder
861,,100861,1929,11,22,Japan,Sunami,Koei,67,132,,,Center fielder
862,,100862,1930,1,2,Japan,Kurokawa,Hiroshi,66,132,,,Pitcher
863,,100863,1930,1,31,Japan,Honma,Tetsukazu,68,141,,,Pitcher
864,,100864,1930,3,25,Japan,Hasegawa,Ryohei,66,123,,,Pitcher
865,,100865,1930,5,2,Japan,Terakawa,Shoji,67,141,,,Pitcher
866,,100866,1930,6,1,Japan,Kubodera,Akira,69,150,,,Pitcher
867,,100867,1930,6,22,Japan,Hatsuoka,Eiji,67,132,,,Center fielder
868,,100868,1930,6,24,Japan,Kagawa,Hidemitsu,66,132,,,Pitcher
869,,100869,1930,7,10,Japan,Kawase,Hiroyuki,64,134,,,Catcher
870,,100870,1930,7,13,Japan,Higashidani,Natsuki,69,165,,,Right fielder
871,,100871,1930,7,15,Japan,Ito,Makizo,67,132,,,Pitcher
872,,100872,1930,8,6,Japan,Kawaguchi,Yoshihiro,66,132,,,Pitcher
873,,100873,1930,8,10,Japan,Igarashi,Tatsuma,67,137,,,Right fielder
874,,100874,1930,10,11,Japan,Hakoda,Yoshikatsu,66,146,,,Pitcher
875,,100875,1930,10,20,Japan,Nakajima,Mamoru,66,148,,,Center fielder
876,,100876,1930,11,2,Japan,Yamaguchi,Mikio,67,132,,,Pitcher
877,,100877,1930,11,7,Japan,Kato,Kazuaki,70,150,,,First baseman
878,,100878,1930,11,11,Japan,Shibata,Eiji,69,150,,,Pitcher
879,,100879,1930,11,28,Japan,Osaki,Akio,67,146,,,Pitcher
880,,100880,1930,12,10,Japan,Suzuki,Takashi,66,132,,,Center fielder
881,,100881,1930,12,11,Japan,Matsuda,Kiyoshi,67,146,,,Left fielder
882,,100882,1930,12,30,Japan,Yasuda,Masao,67,137,,,Pitcher
883,,100883,1931,1,6,Japan,Araoka,Akira,68,150,,,Pitcher
884,,100884,1931,2,6,Japan,Tamagawa,Kaoru,67,141,,,Pitcher
885,,100885,1931,2,26,Japan,Okamoto,Isami,68,161,,,Second baseman
886,,100886,1931,2,26,Japan,Yoshiwaka,Masahiro,68,146,,,Pitcher
887,,100887,1931,4,26,Japan,Ogiwara,Takashi,67,141,,,Pitcher
888,,100888,1931,5,1,Japan,Shiose,Morimichi,68,157,,,Pitcher
889,,100889,1931,5,3,Japan,Honda,Itsuro,69,148,,,Center fielder
890,,100890,1931,5,6,Japan,Kanei,Mitsumori,66,132,,,Center fielder
891,,100891,1931,5,7,Japan,Yabumoto,Kazuo,66,137,,,Pitcher
892,,100892,1931,8,6,Japan,Yamashita,Takeshi,70,150,,,Catcher
893,,100893,1931,8,27,Japan,Kawakami,Michio,66,143,,,Pinch Hitter
894,,100894,1931,9,19,Japan,Takahashi,Akira,66,137,,,Pitcher
895,,100895,1931,10,11,Japan,Arai,Kazuhito,67,137,,,Catcher
896,,100896,1931,11,29,Japan,Takeuchi,Kazuo,67,143,,,Pitcher
897,,100897,1932,1,2,Japan,Kimura,Tomio,68,141,,,Pitcher
898,,100898,1932,3,24,Japan,Konda,Shuzo,65,141,,,Center fielder
899,,100899,1932,11,28,Japan,Hattori,Takeo,69,150,,,Pitcher
900,,100900,1933,8,1,Japan,Kaneda,Masaichi,72,161,,,Pitcher
901,,100901,1933,8,27,Japan,Hayashi,Jiro,69,137,,,Pitcher
902,,100902,1919,1,23,Japan,Yano,Junichi,67,132,,,Center fielder
903,,100903,1919,2,19,Japan,Kodama,Riichi,70,165,,,Third baseman
904,,100904,1921,2,18,Japan,Wada,Hisataro,69,150,,,First baseman
905,,100905,1923,1,24,Japan,Bamei,Yasusaburo,68,148,,,Pitcher
906,,100906,1923,1,27,Japan,Masuyama,Keiichiro,67,132,,,Second baseman
907,,100907,1923,10,10,Japan,Sugiura,Ryutaro,67,141,,,Pitcher
908,,100908,1923,10,26,Japan,Higashiguchi,Kiyomi,67,132,,,Catcher
909,,100909,1924,10,7,Japan,Kawa,Fumio,67,132,,,Pitcher
910,,100910,1925,6,24,United States,Yonamine,Kaname,69,181,,,Center fielder
911,,100911,1925,10,30,Japan,Kinjo,Masao,68,143,,,Pitcher
912,,100912,1926,3,15,Japan,Sakamoto,Bunjiro,68,150,,,Third baseman
913,,100913,1926,3,24,Japan,Kanki,Toshikazu,67,150,,,Catcher
914,,100914,1926,5,22,Japan,Nakazaki,Yoshio,67,137,,,Pinch Hitter
915,,100915,1926,5,29,Japan,Miyazawa,Sumiya,67,141,,,Pitcher
916,,100916,1926,7,15,Japan,Takemoto,Katsuo,67,137,,,Pitcher
917,,100917,1927,3,30,Japan,Deguchi,Kazufumi,69,146,,,Third baseman
918,,100918,1927,7,22,Japan,Kusaka,Akira,68,150,,,Center fielder
919,,100919,1928,3,1,Japan,Yamane,Toshihide,68,141,,,Pitcher
920,,100920,1928,7,4,Japan,Hagimoto,Tamotsu,70,150,,,Pitcher
921,,100921,1929,6,25,Japan,Maruoka,Takeshi,67,132,,,Pinch Hitter
922,,100922,1929,8,23,Japan,Watanabe,Nobuyoshi,67,137,,,Pitcher
923,,100923,1930,1,6,Japan,Minami,Onpei,65,132,,,Second baseman
924,,100924,1930,4,25,Japan,Kondo,Teizo,67,141,,,Pitcher
925,,100925,1930,7,7,Japan,Nabeshima,Kojiro,68,146,,,Center fielder
926,,100926,1930,7,10,Japan,Ishiguro,Tadashi,66,132,,,Pitcher
927,,100927,1930,7,10,Japan,Nonomura,Hiroshi,66,146,,,Shortstop
928,,100928,1930,9,21,Japan,Asada,Hajime,66,150,,,Pitcher
929,,100929,1930,10,25,Japan,Kono,Hiroshi,68,123,,,Pinch Hitter
930,,100930,1931,1,1,Japan,Fukami,Yoshio,66,137,,,Pitcher
931,,100931,1931,3,5,Japan,Otsu,Mamoru,68,161,,,Pitcher
932,,100932,1931,6,4,Japan,Sakai,Takehisa,67,150,,,Pitcher
933,,100933,1931,7,7,Japan,Ogawa,Hideo,68,132,,,Catcher
934,,100934,1931,7,25,Japan,Kusumi,Shizuo,66,123,,,Pinch Hitter
935,,100935,1931,8,6,Japan,Taneda,Hiroshi,70,168,,,Pitcher
936,,100936,1931,9,1,Japan,Tokunaga,Kikuo,66,146,,,Pitcher
937,,100937,1931,9,22,Japan,Kamiyama,Eisaku,69,157,,,Left fielder
938,,100938,1931,10,13,Japan,Masu,Shigemasa,67,141,,,Third baseman
939,,100939,1932,1,8,Japan,Suzuki,Sachio,67,141,,,Pitcher
940,,100940,1932,1,27,Japan,Goto,Junjiro,69,150,,,Catcher
941,,100941,1932,2,1,Japan,Hakoda,Hiroshi,68,139,,,Second baseman
942,,100942,1932,3,1,Japan,Nishimura,Osamu,66,161,,,Pitcher
943,,100943,1932,3,19,Japan,Nakanishi,Yoshiyuki,72,157,,,Pitcher
944,,100944,1932,6,8,Japan,Kawashima,Takashi,67,141,,,Third baseman
945,,100945,1932,8,7,Japan,Kaneyoshi,Hiroshi,68,141,,,Pitcher
946,,100946,1932,8,24,Japan,Kanzaki,Yasutaka,67,141,,,Pinch Hitter
947,,100947,1932,9,25,Japan,Inoue,Yoshiaki,66,137,,,Pitcher
948,,100948,1932,11,1,Japan,Ito,Shiro,70,165,,,Pitcher
949,,100949,1933,10,15,Japan,Iio,Tameo,69,150,,,Pitcher
950,,100950,1914,7,24,Japan,Arimura,Ienari,65,157,,,Pitcher
951,,100951,1922,4,21,United States,Britton,John,68,161,,,Third baseman
952,,100952,1922,12,24,United States,Morita,Masato,67,150,,,Pitcher
953,,100953,1923,4,18,Japan,Inagaki,Sadao,68,157,,,Third baseman
954,,100954,1923,6,22,United States,Kai,Tomoharu,69,174,,,Center fielder
955,,100955,1923,8,7,United States,Kojima,Katsuji,69,174,,,Center fielder
956,,100956,1925,2,20,Japan,Fujino,Mitsuhisa,69,165,,,Pitcher
957,,100957,1925,6,9,United States,Newberry,Jimmy,70,170,,,Pitcher
958,,100958,1925,8,3,United States,Hirota,Jun,67,165,,,Catcher
959,,100959,1926,5,10,United States,Yaji,Tsutomu,68,132,,,Second baseman
960,,100960,1926,11,20,Japan,Nemoto,Rikuo,67,141,,,Catcher
961,,100961,1927,2,11,Japan,Sueyoshi,Toshinobu,66,132,,,Pitcher
962,,100962,1927,8,7,Japan,Sugiyama,Kohei,68,154,,,Right fielder
963,,100963,1928,2,20,Japan,Hirooka,Tomio,69,150,,,Third baseman
964,,100964,1928,6,2,United States,Kitamura,Shoji,65,132,,,Shortstop
965,,100965,1928,7,26,Japan,Makino,Shigeru,66,132,,,Shortstop
966,,100966,1928,8,6,Japan,Kubo,Mamoru,67,132,,,Pitcher
967,,100967,1928,9,23,Japan,Nomura,Hiroshi,69,150,,,Center fielder
968,,100968,1928,10,15,Japan,Iritani,Masanori,69,137,,,Pitcher
969,,100969,1929,1,20,Japan,Nishikura,Minoru,68,150,,,Catcher
970,,100970,1929,6,19,Japan,Kusaka,Takashi,66,141,,,Left fielder
971,,100971,1929,6,30,Japan,Taki,Yoshihiko,68,141,,,Pitcher
972,,100972,1929,9,14,United States,Wyatt,Billy,70,154,,,Shortstop
973,,100973,1930,1,25,Japan,Sugawara,Michihiro,72,165,,,Center fielder
974,,100974,1930,2,19,Japan,Shimada,Yuzo,67,139,,,Second baseman
975,,100975,1930,3,7,Japan,Kanno,Takeo,68,132,,,Third baseman
976,,100976,1930,3,23,Japan,Owaki,Teruo,68,139,,,Pitcher
977,,100977,1930,7,1,United States,Nishida,Toru,72,174,,,Pitcher
978,,100978,1930,7,27,Japan,Kaibe,Kazuo,68,141,,,Shortstop
979,,100979,1930,7,28,Japan,Yatsunami,Tomoyuki,66,143,,,Right fielder
980,,100980,1930,7,30,Japan,Inoue,Shinichi,69,150,,,Pitcher
981,,100981,1930,8,22,Japan,Kono,Akinobu,68,143,,,First baseman
982,,100982,1930,9,2,United States,O'Neil,Marion,70,150,,,Pitcher
983,,100983,1930,10,1,Japan,Takagi,Kimio,69,154,,,First baseman
984,,100984,1930,11,3,Japan,Hikichi,Nobuyuki,66,132,,,Shortstop
985,,100985,1930,12,11,Japan,Fujimichi,Akikazu,66,141,,,Pitcher
986,,100986,1931,2,6,Japan,Taneda,Kunihisa,68,141,,,Third baseman
987,,100987,1931,4,30,Japan,Kinoshita,Masahiro,68,148,,,Catcher
988,,100988,1931,6,20,Japan,Okada,Isao,69,157,,,Pinch Hitter
989,,100989,1931,7,1,Japan,Sugimoto,Masaru,70,165,,,Right fielder
990,,100990,1931,7,10,Japan,Mifune,Masatoshi,68,157,,,Pitcher
991,,100991,1931,8,10,Japan,Sato,Takao,67,150,,,Center fielder
992,,100992,1931,9,17,Japan,Fujii,Seiichiro,68,132,,,Pitcher
993,,100993,1931,10,15,Japan,Hasebe,Minoru,69,150,,,Catcher
994,,100994,1931,12,22,Japan,Kitagawa,Hisaji,70,165,,,Pitcher
995,,100995,1932,1,10,Japan,Murato,Tatsuaki,68,150,,,First baseman
996,,100996,1932,1,28,Japan,Miyaji,Yoshitomo,71,157,,,Pitcher
997,,100997,1932,4,2,Japan,Tezawa,Shoji,67,146,,,Second baseman
998,,100998,1932,4,9,Japan,Ohata,Shosaku,70,165,,,First baseman
999,,100999,1932,4,22,Japan,Tosen,Toji,68,150,,,Pitcher
1000,,101000,1932,5,1,Japan,Yamauchi,Kazuhiro,69,170,,,Left fielder
1001,,101001,1932,6,20,Japan,Tanaka,Ichiro,67,161,,,Pinch Hitter
1002,,101002,1932,6,22,Japan,Haido,Toshio,70,150,,,Pitcher
1003,,101003,1932,7,7,Japan,Suzuki,Koji,69,161,,,Pitcher
1004,,101004,1932,7,20,Japan,Yoshinari,Takeo,64,137,,,Catcher
1005,,101005,1932,7,20,Japan,Matsuyama,Noboru,67,150,,,Pitcher
1006,,101006,1932,9,17,Japan,Higuchi,Sadakazu,68,150,,,Second baseman
1007,,101007,1932,10,7,Japan,Minami,Kikuichi,63,132,,,Pinch Hitter
1008,,101008,1932,10,30,Japan,Ogura,Kaoru,67,150,,,Pitcher
1009,,101009,1932,11,1,Japan,Ogami,Taketoshi,68,139,,,Pitcher
1010,,101010,1932,11,3,Japan,Iwamura,Yoshihiro,68,132,,,Pitcher
1011,,101011,1932,12,10,Japan,Miyazaki,Kazuo,67,137,,,Pitcher
1012,,101012,1933,1,1,Japan,Yamamoto,Koichi,67,146,,,Pitcher
1013,,101013,1933,1,12,Japan,Kamiichi,Akira,68,150,,,Catcher
1014,,101014,1933,1,24,Japan,Kishimoto,Chiaki,67,132,,,Pitcher
1015,,101015,1933,2,8,Japan,Kodama,Sachio,66,132,,,Left fielder
1016,,101016,1933,2,15,Japan,Okamoto,Kenji,69,141,,,Pitcher
1017,,101017,1933,3,18,Japan,Kimura,Hiroshi,68,137,,,Pitcher
1018,,101018,1933,4,5,Japan,Nakada,Shojiro,66,141,,,Pitcher
1019,,101019,1933,4,11,Japan,Nakanishi,Futoshi,68,205,,,Third baseman
1020,,101020,1933,4,14,Japan,Shimizu,Hirokazu,67,141,,,Pitcher
1021,,101021,1933,4,16,Japan,Tanaka,Teruo,66,146,,,Pitcher
1022,,101022,1933,4,20,Japan,Sugitani,Kazuo,68,157,,,Left fielder
1023,,101023,1933,4,21,Japan,Shimabara,Yukio,71,157,,,Pitcher
1024,,101024,1933,6,17,Japan,Yamada,Seizaburo,69,150,,,Catcher
1025,,101025,1933,6,30,Japan,Sakakibara,Moritaka,72,161,,,Pitcher
1026,,101026,1933,7,7,Japan,Matsuoka,Ichiro,69,150,,,Third baseman
1027,,101027,1933,8,23,Japan,Miura,Masayoshi,68,170,,,Pitcher
1028,,101028,1933,9,1,Japan,Imai,Hiroyuki,67,141,,,Pitcher
1029,,101029,1933,9,4,Japan,Morishita,Masahiro,69,170,,,Third baseman
1030,,101030,1933,9,15,Japan,Otsuji,Hideo,67,150,,,Pitcher
1031,,101031,1933,9,19,Japan,Ishikawa,Katsuhiko,70,157,,,Pitcher
1032,,101032,1933,10,3,Japan,Kawai,Yasuhiko,70,170,,,Catcher
1033,,101033,1933,10,9,Japan,Otagaki,Yoshio,67,141,,,Pitcher
1034,,101034,1933,10,15,Japan,Ozawa,Shigemitsu,64,123,,,Shortstop
1035,,101035,1933,10,19,Japan,Ohara,Hiroshi,68,150,,,Pitcher
1036,,101036,1933,10,20,Japan,Ukisu,Shigeki,69,150,,,Pitcher
1037,,101037,1933,11,1,Japan,Yoshida,Yoji,67,150,,,Pitcher
1038,,101038,1933,11,8,Japan,Kanda,Masao,66,132,,,Pitcher
1039,,101039,1933,12,3,Japan,Abe,Nagahisa,70,157,,,Pitcher
1040,,101040,1933,12,30,Japan,Koyama,Tsunezo,68,157,,,Pitcher
1041,,101041,1934,1,10,Japan,Matsuhashi,Yoshiki,69,157,,,Catcher
1042,,101042,1934,2,6,Japan,Wada,Isamu,67,150,,,Pitcher
1043,,101043,1934,2,8,Japan,Shimada,Tsuneyuki,67,134,,,Second baseman
1044,,101044,1934,2,15,Japan,Taoka,Toshihisa,72,161,,,First baseman
1045,,101045,1934,3,8,Japan,Machida,Yukihiko,70,161,,,Right fielder
1046,,101046,1934,4,3,Japan,Obata,Masaharu,68,148,,,Pitcher
1047,,101047,1934,10,24,Japan,Kawamoto,Tokuzo,68,146,,,Pitcher
1048,,101048,1921,1,9,United States,Gaines,Rufus,68,157,,,Pitcher
1049,,101049,1921,11,1,Japan,Onishi,Hirosuke,69,165,,,Left fielder
1050,,101050,1925,5,20,United States,Kashiwaeda,Bunji,68,165,,,Third baseman
1051,,101051,1926,7,21,United States,Kasparovich,Len,71,181,,,Pitcher
1052,,101052,1926,11,25,,Watanabe,Mitsuru,66,154,,,Catcher
1053,,101053,1927,5,16,United States,Zenimura,Kenzo,67,137,,,Pitcher
1054,,101054,1928,2,13,United States,Yogi,Shinsuke,67,154,,,Third baseman
1055,,101055,1928,5,3,Japan,Arai,Tatsuo,67,141,,,Left fielder
1056,,101056,1928,5,21,United States,Mitsuyoshi,Tsutomu,70,165,,,Pitcher
1057,,101057,1928,12,1,United States,Zenimura,Tateshi,67,141,,,Left fielder
1058,,101058,1929,1,10,Japan,Watanabe,Mitsuo,69,143,,,First baseman
1059,,101059,1929,9,16,Japan,Konishi,Masao,68,150,,,Pitcher
1060,,101060,1929,10,3,Japan,Kuriki,Takayuki,68,150,,,Left fielder
1061,,101061,1929,10,15,Japan,Suzuki,Minoru,67,150,,,Pitcher
1062,,101062,1929,11,30,United States,Kiely,Leo,74,181,,,Pitcher
1063,,101063,1930,3,9,United States,Raines,Larry,70,165,,,Shortstop
1064,,101064,1930,4,10,Japan,Sakata,Yoshihide,67,137,,,Catcher
1065,,101065,1930,4,20,Japan,Iwamoto,Takashi,67,161,,,Left fielder
1066,,101066,1930,6,8,United States,Paine,Phil,74,181,,,Pitcher
1067,,101067,1930,6,9,Palau ,Aizawa,Susumu,68,150,,,Pitcher
1068,,101068,1930,8,6,Japan,Arakawa,Hiroshi,64,154,,,Right fielder
1069,,101069,1930,8,15,Japan,Numazawa,Koichiro,66,150,,,Catcher
1070,,101070,1930,11,21,Japan,Sugikawa,Kikuo,72,172,,,Pitcher
1071,,101071,1930,,,United States,Hood,Charlie,70,183,,,Third baseman
1072,,101072,1931,1,2,Japan,Matsuda,Yasuhiko,69,137,,,Pitcher
1073,,101073,1931,1,10,Japan,Inoue,Yasuo,70,150,,,Pitcher
1074,,101074,1931,2,13,Japan,Fujie,Seishi,67,132,,,Pitcher
1075,,101075,1931,7,5,Japan,Takahashi,Chitomi,67,132,,,Pitcher
1076,,101076,1931,7,11,United States,Long,Al,74,194,,,Pitcher
1077,,101077,1931,7,26,Japan,Ishibachi,Katsumi,66,137,,,Pitcher
1078,,101078,1931,8,14,Japan,Ishigaki,Kazuo,69,168,,,Catcher
1079,,101079,1931,10,2,Japan,Nishiwaki,Koji,66,123,,,Third baseman
1080,,101080,1931,10,11,Japan,Kamiya,Sadao,67,141,,,Shortstop
1081,,101081,1931,10,29,Japan,Toguchi,Takatsugu,69,187,,,Second baseman
1082,,101082,1932,2,2,Japan,Nakamura,Kunio,68,143,,,Catcher
1083,,101083,1932,2,23,Japan,Nagai,Yasuo,68,146,,,Pitcher
1084,,101084,1932,2,24,Japan,Takahashi,Masaki,68,146,,,Left fielder
1085,,101085,1932,2,28,Japan,Suzuki,Takeshi,66,146,,,Shortstop
1086,,101086,1932,3,27,Japan,Ukita,Itsuro,67,132,,,Pitcher
1087,,101087,1932,5,4,Japan,Aoyama,Hiroshi,71,159,,,Center fielder
1088,,101088,1932,5,9,Japan,Osaki,Mitsuo,68,168,,,Pitcher
1089,,101089,1932,6,24,Japan,Nagata,Kazuhiro,68,150,,,Pitcher
1090,,101090,1932,7,5,Japan,Akamatsu,Ryo,70,150,,,Pitcher
1091,,101091,1932,8,17,Japan,Iwai,Katsumi,67,141,,,Pitcher
1092,,101092,1932,9,13,Japan,Okubo,Hideo,66,132,,,Shortstop
1093,,101093,1932,10,2,Japan,Sato,Kimio,67,137,,,Pitcher
1094,,101094,1932,10,15,Japan,Tarui,Nobuaki,69,141,,,Pinch Hitter
1095,,101095,1932,11,11,Japan,Ugai,Katsusuke,68,157,,,Left fielder
1096,,101096,1933,1,15,Japan,Yamada,Toshiaki,69,150,,,Right fielder
1097,,101097,1933,2,24,Japan,Kitabata,Toshio,67,143,,,Pitcher
1098,,101098,1933,2,26,Japan,Watanabe,Shozo,69,150,,,Pitcher
1099,,101099,1933,4,10,Japan,Naiji,Masahiro,69,157,,,Pinch Hitter
1100,,101100,1933,5,4,Japan,Takato,Tokio,72,157,,,Pitcher
1101,,101101,1933,5,8,Japan,Wada,Takehiko,68,143,,,Pitcher
1102,,101102,1933,5,22,Japan,Fuse,Katsumi,69,157,,,Pitcher
1103,,101103,1933,6,19,Japan,Wada,Isao,66,137,,,Pitcher
1104,,101104,1933,7,24,Japan,Shirasaki,Yasuo,71,161,,,Pitcher
1105,,101105,1933,7,26,Japan,Yoshida,Yoshio,66,123,,,Shortstop
1106,,101106,1933,8,9,Japan,Ota,Masao,69,154,,,Pitcher
1107,,101107,1933,8,22,Japan,Kotsuji,Hideo,67,150,,,Catcher
1108,,101108,1933,8,30,Japan,Kawamura,Hisafumi,69,157,,,Pitcher
1109,,101109,1933,9,7,Japan,Kasahara,Masayuki,69,143,,,Pitcher
1110,,101110,1933,10,20,Japan,Hashimoto,Chikara,69,161,,,Right fielder
1111,,101111,1934,3,10,Japan,Egami,Shigetaka,69,154,,,Pitcher
1112,,101112,1934,4,3,Japan,Fukazawa,Tatsuhiko,68,141,,,Pitcher
1113,,101113,1934,4,5,Japan,Miyake,Hideshi,69,154,,,Third baseman
1114,,101114,1934,4,13,Japan,Yamana,Morihiko,67,150,,,Pinch Hitter
1115,,101115,1934,4,14,Japan,Kandaka,Yoshiyuki,67,146,,,Pinch Hitter
1116,,101116,1934,4,23,Japan,Matsui,Kiyoshi,68,150,,,Catcher
1117,,101117,1934,5,1,Japan,Gondo,Masatoshi,70,132,,,Pitcher
1118,,101118,1934,5,18,Japan,Niwa,Kazuyuki,68,150,,,Third baseman
1119,,101119,1934,5,26,Japan,Inoue,Noboru,68,161,,,Second baseman
1120,,101120,1934,6,10,Japan,Wakasugi,Teruaki,68,141,,,Pitcher
1121,,101121,1934,6,16,Japan,Masumoto,Ichiro,67,161,,,Left fielder
1122,,101122,1934,7,10,Japan,Kimino,Kenichi,69,161,,,First baseman
1123,,101123,1934,7,11,Japan,Yamane,Hidehiko,67,148,,,Pinch Hitter
1124,,101124,1934,7,17,Japan,Tadokoro,Zenjiro,67,146,,,Pitcher
1125,,101125,1934,7,28,Japan,Koyama,Masaaki,72,161,,,Pitcher
1126,,101126,1934,8,9,Japan,Hyodo,Tadashi,70,165,,,First baseman
1127,,101127,1934,8,15,Japan,Harada,Shinkichi,69,161,,,Third baseman
1128,,101128,1934,8,27,Japan,Kikuchi,Hirohito,70,150,,,Pitcher
1129,,101129,1934,9,8,Japan,Ninomiya,Masaaki,69,157,,,Right fielder
1130,,101130,1934,9,26,Japan,Yamamoto,Tetsuya,67,141,,,Catcher
1131,,101131,1934,9,27,Japan,Ashiki,Toshiro,68,146,,,Pitcher
1132,,101132,1934,10,1,Japan,Ina,Tsutomu,69,143,,,Pitcher
1133,,101133,1934,10,8,Japan,Fujio,Shigeru,68,165,,,Catcher
1134,,101134,1934,10,8,Japan,Kozuka,Hiroshi,68,132,,,Pitcher
1135,,101135,1934,11,25,Japan,Nishimura,Sadaaki,70,161,,,Pitcher
1136,,101136,1934,12,8,Japan,Takakura,Teruyuki,68,165,,,Center fielder
1137,,101137,1934,12,15,Japan,Kimura,Shunichi,66,139,,,Pitcher
1138,,101138,1934,12,24,Japan,Sakamoto,Kio,68,150,,,Shortstop
1139,,101139,1935,1,1,Japan,Sano,Yosuke,67,141,,,Second baseman
1140,,101140,1935,1,5,Japan,Uemura,Yoshinobu,70,159,,,Pitcher
1141,,101141,1935,2,12,Japan,Toyoda,Yasumitsu,69,181,,,Shortstop
1142,,101142,1935,2,22,Japan,Kamamoto,Katsuyoshi,68,150,,,Pitcher
1143,,101143,1935,3,15,Japan,Hayakawa,Shinji,70,157,,,Third baseman
