ID,npbjpID,playerID,birthYear,birthMonth,birthDay,birthPlace,nameLast,nameFirst,height,weight,bats,throws,Position
1,,100001,1902,3,8,Japan,Yamamoto,Eiichiro,62,128,R,R,Right fielder
2,,100002,1904,9,13,Japan,Nagasawa,Fujio,68,165,R,R,First baseman
3,,100003,1906,3,10,Japan,Onuki,Ken,66,123,R,R,Left fielder
4,,100004,1907,1,1,China,Kinoshita,Hiroki,69,150,R,R,Pitcher
5,,100005,1907,3,15,United States,Horio,Fumihito,70,157,S,R,Center fielder
6,,100006,1907,3,20,Japan,Yamashita,Minoru,68,172,L,L,First baseman
7,,100007,1907,5,14,Japan,Ito,Katsuzo,64,117,R,R,First baseman
8,,100008,1907,7,23,Japan,Miyatake,Saburo,67,165,R,R,First baseman
9,,100009,1907,10,28,Japan,Kuroda,Kengo,66,132,R,R,Third baseman
10,,100010,1908,2,19,United States,Takahashi,Yoshio,67,157,R,R,Second baseman
11,,100011,1908,3,1,United States,Wakabayashi,Tadashi,69,172,R,R,Pitcher
12,,100012,1908,3,8,Japan,Masu,Kaichi,67,132,R,R,Center fielder
13,,100013,1908,6,21,Japan,Shima,Hidenosuke,64,132,R,R,Center fielder
14,,100014,1908,9,6,Japan,Tsuda,Shiro,64,137,R,R,Third baseman
15,,100015,1908,9,25,United States,Harris,Bucky,0,0,R,R,Catcher
16,,100016,1909,1,22,Japan,Matsuki,Kenjiro,68,172,L,L,First baseman
17,,100017,1909,6,28,Japan,Nakajima,Haruyasu,69,161,R,R,Right fielder
18,,100018,1910,1,12,United States,North,Herbert,71,0,R,R,Pitcher
19,,100019,1910,1,19,Japan,Karita,Hisanori,67,146,R,R,Second baseman
20,,100020,1910,1,20,Japan,Nakamura,Teruo,67,141,L,R,Catcher
21,,100021,1910,2,11,United States,Matsuura,Kazuyoshi,0,0,R,R,Pitcher
22,,100022,1910,5,14,Japan,Kimata,Takeo,64,128,R,R,Left fielder
23,,100023,1910,6,10,Japan,Aoki,Kozo,67,141,R,R,Left fielder
24,,100024,1910,9,1,Japan,Mizutani,Norikazu,64,150,R,R,Right fielder
25,,100025,1910,9,21,Japan,Nakane,Susumu,67,132,L,R,Right fielder
26,,100026,1910,10,14,Japan,Kura,Nobuo,67,123,R,R,Catcher
27,,100027,1911,1,1,Japan,Ogawa,Toshiyasu,66,161,R,R,Catcher
28,,100028,1911,4,25,Japan,Kawamura,Tokuhisa,65,141,R,R,Third baseman
29,,100029,1911,5,14,Japan,Furuya,Kuranosuke,67,132,R,R,Pitcher
30,,100030,1911,6,7,Japan,Murakawa,Yukinobu,65,132,R,R,Catcher
31,,100031,1911,7,10,Japan,Nomura,Minoru,64,123,R,R,Second baseman
32,,100032,1911,7,19,Japan,Hiramasu,Toshio,66,132,R,R,Center fielder
33,,100033,1911,9,2,Japan,Takeda,Sukekazu,0,0,R,R,Pinch Hitter
34,,100034,1912,1,3,United States,Hirakawa,Kiyomi,72,150,R,R,Pitcher
35,,100035,1912,4,1,Japan,Maekawa,Hachiro,67,132,R,R,Pitcher
36,,100036,1912,4,17,Japan,Yamashita,Koichi,69,157,R,R,Left fielder
37,,100037,1912,4,20,Japan,Maeda,Kiyoshi,0,0,R,R,Left fielder
38,,100038,1912,8,13,Japan,Goto,Tadashi,68,141,R,R,First baseman
39,,100039,1912,9,1,Japan,Nishimura,Masao,64,123,L,L,Right fielder
40,,100040,1912,9,1,Japan,Aoshiba,Kenichi,68,141,R,R,Pitcher
41,,100041,1913,1,27,Taiwan,Yokozawa,Shichiro,69,141,R,R,Third baseman
42,,100042,1913,1,31,Japan,Hatafuku,Toshihide,70,165,R,R,Pitcher
43,,100043,1913,2,11,Japan,Takatani,Shoji,0,0,R,R,Center fielder
44,,100044,1913,2,11,Japan,Watanabe,Toshio,66,132,R,R,Second baseman
45,,100045,1913,2,22,Japan,Nakamura,Shinichi,63,123,R,R,Third baseman
46,,100046,1913,6,9,Japan,Kuramoto,Shingo,66,123,R,R,Third baseman
47,,100047,1913,8,7,Japan,Kitai,Masao,0,0,R,R,Pitcher
48,,100048,1914,1,17,Japan,Ishihara,Shigezo,72,159,R,R,Pitcher
49,,100049,1914,1,20,Japan,Niwa,Toshio,0,0,R,R,Pitcher
50,,100050,1914,2,8,Japan,Sakurai,Shozo,0,0,L,L,Pitcher
51,,100051,1914,2,8,Japan,Asaoka,Saburo,66,123,R,R,Pitcher
52,,100052,1914,4,29,Japan,Takahashi,Teruhiko,0,0,R,R,Third baseman
53,,100053,1914,6,10,Japan,Kurosawa,Toshio,68,150,L,L,Left fielder
54,,100054,1914,6,27,Japan,Kitaura,Mitsuo,64,132,R,R,Catcher
55,,100055,1914,8,28,Japan,Hirota,Shuzo,66,150,R,R,First baseman
56,,100056,1914,9,9,Japan,Kaneko,Hiroshi,67,132,L,L,Pitcher
57,,100057,1915,3,22,Japan,Nonin,Wataru,66,123,R,R,Shortstop
58,,100058,1915,4,4,Japan,Eguchi,Yukio,66,132,R,R,Second baseman
59,,100059,1915,4,6,Japan,Watanuki,Soji,69,141,R,R,First baseman
60,,100060,1915,5,22,Japan,Ikeda,Junzo,67,132,R,R,Shortstop
61,,100061,1915,6,1,Japan,Toda,Kazumasa,0,0,,,Left fielder
62,,100062,1915,7,20,Japan,Kageura,Masaru,68,165,,,Right fielder
63,,100063,1915,8,31,Japan,Kikuya,Yoshio,67,157,,,Pitcher
64,,100064,1915,10,1,Japan,Yamada,Katsusaburo,66,141,,,Pitcher
65,,100065,1915,10,25,Japan,Ishida,Mitsuhiko,68,132,,,Pitcher
66,,100066,1915,10,31,Japan,Hayashi,Seiichi,68,148,,,Center fielder
67,,100067,1915,11,6,Japan,Iwata,Tsuguo,67,150,,,Third baseman
68,,100068,1916,1,5,Japan,Yasunaga,Seishiro,0,0,,,First baseman
69,,100069,1916,1,16,Japan,Misono,Takao,67,157,,,Pitcher
70,,100070,1916,1,28,Japan,Matsumoto,Kozaburo,0,0,,,Catcher
71,,100071,1916,3,10,Japan,Sei,Kiyoshi,67,132,,,Shortstop
72,,100072,1916,3,25,Japan,Naito,Kozo,68,143,,,Pitcher
73,,100073,1916,4,8,Japan,Asahara,Naoto,68,157,,,First baseman
74,,100074,1916,5,1,Russia,Starfin,Victor,75,198,,,Pitcher
75,,100075,1916,5,5,Japan,Yamaguchi,Masanobu,70,150,,,Center fielder
76,,100076,1916,5,17,Japan,Nakayama,Takeshi,68,141,,,Catcher
77,,100077,1916,5,27,Japan,Tsutsui,Yoshitake,68,150,,,Catcher
78,,100078,1916,8,14,Japan,Fujimura,Fumio,68,172,,,Third baseman
79,,100079,1916,8,31,Japan,Hidaka,Tokuyuki,0,0,,,Left fielder
80,,100080,1916,9,6,Taiwan,Urushibara,Susumu,67,150,,,Third baseman
81,,100081,1916,9,16,Japan,Otomo,Kazuaki,64,121,,,Second baseman
82,,100082,1916,9,28,Japan,Yamazaki,Fumikazu,0,0,,,Right fielder
83,,100083,1916,10,20,Japan,Fujii,Isamu,68,157,,,Left fielder
84,,100084,1916,10,21,Japan,Sato,Takeo,67,132,,,Catcher
85,,100085,1916,11,1,,Mikami,Yoshio,0,0,,,Right fielder
86,,100086,1916,11,15,Japan,Yamamoto,Hisatoshi,66,123,,,Shortstop
87,,100087,1916,12,28,Japan,Ito,Kentaro,66,157,,,Left fielder
88,,100088,1917,1,5,Japan,Iemura,Sotaro,67,150,,,Right fielder
89,,100089,1917,1,5,Japan,Katayama,Eiji,67,123,,,Pitcher
90,,100090,1917,2,1,Japan,Sawamura,Eiji,68,157,,,Pitcher
91,,100091,1917,2,20,Japan,Nakamura,Kazuo,0,0,,,Third baseman
92,,100092,1917,3,12,Japan,Okada,Muneyoshi,64,123,,,Shortstop
93,,100093,1917,3,12,Japan,Uchibori,Tamotsu,67,141,,,Catcher
94,,100094,1917,4,2,Japan,Kato,Nobuo,63,123,,,Pinch Hitter
95,,100095,1917,4,25,Japan,Kito,Kazuo,66,132,,,Left fielder
96,,100096,1917,4,29,Japan,Igaue,Ryohei,66,143,,,Third baseman
97,,100097,1917,5,15,Japan,Monzen,Masato,68,150,,,Catcher
98,,100098,1917,5,25,Japan,Uno,Kinji,67,150,,,Second baseman
99,,100099,1917,8,6,Japan,Noguchi,Akira,68,150,,,Pitcher
100,,100100,1917,9,20,Japan,Endo,Chujiro,68,150,,,Pitcher
101,,100101,1917,10,12,Japan,Tsutsui,Osamu,68,141,,,Second baseman
102,,100102,1917,10,19,Japan,Sato,Kikuo,0,0,,,Left fielder
103,,100103,1917,10,22,Japan,Maruo,Chitoji,70,150,,,Pitcher
104,,100104,1917,11,15,Japan,Makino,Kiyoshi,0,0,,,Pitcher
105,,100105,1918,2,13,Japan,Imaoka,Kenjiro,67,132,,,Shortstop
106,,100106,1918,4,15,Japan,Shiraishi,Toshio,66,150,,,Shortstop
107,,100107,1918,5,23,Japan,Hattori,Kazuo,69,141,,,Right fielder
108,,100108,1918,7,6,Japan,Ban,Yoshio,64,130,,,Pinch Hitter
109,,100109,1918,7,19,Japan,Kondo,Hisashi,67,141,,,Pitcher
110,,100110,1918,10,9,Japan,Suzuki,Hideo,67,137,,,Catcher
111,,100111,1918,11,4,Japan,Sakurai,Shichinosuke,67,141,,,Pitcher
112,,100112,1918,11,16,Japan,Okamura,Nobuo,0,0,,,Third baseman
113,,100113,1919,1,3,Japan,Suzuki,Minoru,0,0,,,Right fielder
114,,100114,1906,3,10,Japan,Yokozawa,Shiro,68,123,,,Right fielder
115,,100115,1908,6,23,Japan,Yanagisawa,Toichi,66,141,,,Third baseman
116,,100116,1909,1,19,Japan,Mizuhara,Shigeru,67,141,,,Third baseman
117,,100117,1910,,,Taiwan,Ito,Jiro,68,150,,,Pitcher
118,,100118,1911,10,12,Japan,Shimamoto,Yoshifumi,66,150,,,Catcher
119,,100119,1911,11,21,Japan,Mihara,Osamu,66,141,,,Second baseman
120,,100120,1911,,,Japan,Kojima,Shigeo,66,150,,,First baseman
121,,100121,1912,8,31,Japan,Tezuka,Katsumi,0,0,,,Pinch Hitter
122,,100122,1912,9,27,Japan,Hoshino,Masao,67,141,,,Third baseman
123,,100123,1912,10,8,Japan,Tagawa,Hiroshi,0,0,,,Catcher
124,,100124,1912,,,United States,Bonna,Jimmy,70,152,,,Pitcher
125,,100125,1912,,,Japan,Kobayashi,Toshizo,67,132,,,First baseman
126,,100126,1913,6,7,Japan,Haga,Naokazu,68,132,,,Third baseman
127,,100127,1913,10,12,Japan,Kojima,Toshio,67,139,,,Second baseman
128,,100128,1914,4,17,Japan,Tsubouchi,Michinori,64,132,,,Center fielder
129,,100129,1914,,,Japan,Kanai,Kiyoshi,65,132,,,Left fielder
130,,100130,1914,,,Japan,Matsunaga,Eiichi,67,150,,,Catcher
131,,100131,1915,4,12,Japan,Morii,Shigeru,66,128,,,Pitcher
132,,100132,1915,11,16,Japan,Kosaka,Saburo,66,123,,,Second baseman
133,,100133,1915,,,Japan,Takeda,Isamu,0,0,,,Left fielder
134,,100134,1916,8,20,Japan,Shite,Kiyohiko,66,123,,,Right fielder
135,,100135,1916,9,16,Japan,Shigematsu,Michio,70,150,,,Pitcher
136,,100136,1917,1,16,Japan,Nakamura,Tamio,65,157,,,Catcher
137,,100137,1917,2,9,Japan,Murata,Shigeharu,66,132,,,Pitcher
138,,100138,1917,6,6,Japan,Narita,Tomosaburo,67,146,,,Pitcher
139,,100139,1917,11,14,Japan,Gomi,Yoshio,66,123,,,Second baseman
140,,100140,1918,7,6,Japan,Saito,Suetoshi,0,0,,,Second baseman
141,,100141,1919,2,7,Japan,Toguchi,Senichi,0,0,,,Pitcher
142,,100142,1919,4,13,Japan,Kato,Tomoo,0,0,,,Pitcher
143,,100143,1896,3,25,Japan,Okada,Genzaburo,67,132,,,Catcher
144,,100144,1906,1,4,Japan,Kawakami,Ryosaku,0,0,,,Third baseman
145,,100145,1908,4,15,United States,Sugitaya,Mamoru,0,0,,,Left fielder
146,,100146,1909,10,19,United States,Omoda,Kano,67,141,,,Center fielder
147,,100147,1910,11,10,Japan,Nishimura,Yukio,66,141,,,Pitcher
148,,100148,1911,2,11,South Korea,Fujinami,Mitsuo,62,123,,,Catcher
149,,100149,1911,6,16,Japan,Susumago,Den,67,132,,,Left fielder
150,,100150,1912,3,6,United States,Ueda,Fujio,68,141,,,Second baseman
151,,100151,1912,7,3,Japan,Nakamura,Saburo,68,150,,,Second baseman
152,,100152,1912,9,3,Japan,Terauchi,Kazutaka,68,141,,,Center fielder
153,,100153,1913,10,22,Japan,Tsutsui,Takao,66,123,,,Shortstop
154,,100154,1914,1,7,Japan,Ishida,Masayoshi,65,132,,,Center fielder
155,,100155,1914,1,14,Japan,Naruse,Yoshiteru,0,0,,,Pinch Hitter
156,,100156,1914,5,11,Japan,Murata,Shinichi,0,0,,,Catcher
157,,100157,1914,5,27,Japan,Oishi,Tsuna,67,150,,,Pitcher
158,,100158,1914,7,25,Japan,Ishimaru,Tokichi,66,130,,,Second baseman
159,,100159,1914,8,6,Japan,Ihara,Tokue,0,0,,,Catcher
160,,100160,1914,10,25,Japan,Ueda,Tadashi,0,0,,,Right fielder
161,,100161,1914,12,16,Japan,Matsumoto,Misao,67,123,,,Pitcher
162,,100162,1914,,,Japan,Ishii,Akio,68,150,,,Pitcher
163,,100163,1915,1,2,United States,Furukawa,Masao,0,0,,,Pitcher
164,,100164,1915,4,1,Japan,Suzuki,Tsuruo,67,150,,,Pitcher
165,,100165,1915,5,29,Japan,Mori,Kotaro,68,132,,,Pitcher
166,,100166,1915,8,16,Japan,Sasaki,Tsunesuke,66,132,,,Center fielder
167,,100167,1915,8,23,Japan,Matsumoto,Mitsuhiko,67,141,,,Catcher
168,,100168,1915,10,20,Japan,Okamoto,Toshizo,67,141,,,Second baseman
169,,100169,1915,11,3,Japan,Shiraki,Kazuji,72,157,,,Right fielder
170,,100170,1916,3,10,Japan,Takagi,Shigeru,66,150,,,Left fielder
171,,100171,1916,3,29,Japan,Kobayashi,Shigeta,68,132,,,Right fielder
172,,100172,1916,4,13,Japan,Kasamatsu,Minoru,67,141,,,Pitcher
173,,100173,1916,4,15,Japan,Matsuhiro,Kinichi,66,141,,,Right fielder
174,,100174,1916,5,18,Japan,Miura,Toshikazu,67,132,,,Catcher
175,,100175,1916,6,28,Taiwan,Go,Shosei,66,141,,,Center fielder
176,,100176,1916,8,21,Japan,Hashimoto,Shogo,0,0,,,Pitcher
177,,100177,1916,12,1,Japan,Osawa,Kiyoshi,68,154,,,First baseman
178,,100178,1916,,,Japan,Yamamoto,Hirochika,0,0,,,Shortstop
179,,100179,1916,,,Japan,Sayama,Masayoshi,0,0,,,Shortstop
180,,100180,1917,4,29,Japan,Fujino,Fumisaburo,69,150,,,Pitcher
181,,100181,1917,6,20,Japan,Nara,Tomoo,66,132,,,Second baseman
182,,100182,1917,6,23,Japan,Nakata,Takeo,64,146,,,Pitcher
183,,100183,1917,7,13,Japan,Nakayama,Tadayoshi,67,132,,,Pitcher
184,,100184,1917,7,14,Japan,Tanaka,Minoru,68,132,,,Pitcher
185,,100185,1917,8,10,Japan,Aoki,Shoichi,68,150,,,Pitcher
186,,100186,1917,9,2,Japan,Abe,Jushiro,0,0,,,Pitcher
187,,100187,1917,9,9,Japan,Hiruki,Torao,68,150,,,Third baseman
188,,100188,1917,9,30,Japan,Iwasaki,Toshio,69,141,,,Catcher
189,,100189,1917,10,12,Japan,Tamura,Minoru,0,0,,,Right fielder
190,,100190,1918,1,7,Japan,Ohara,Toshio,64,132,,,Catcher
191,,100191,1918,3,18,Japan,Hondo,Yasuji,65,143,,,Second baseman
192,,100192,1918,4,10,Japan,Hara,Ichiro,0,0,,,Catcher
193,,100193,1918,5,14,Japan,Ito,Kunio,0,0,,,Pitcher
194,,100194,1918,5,26,Japan,Tamai,Sakae,68,150,,,Left fielder
195,,100195,1918,7,6,Japan,Mochizuki,Junichi,69,157,,,Pitcher
196,,100196,1918,9,23,Japan,Hirayama,Kikuji,69,148,,,Left fielder
197,,100197,1918,10,14,Japan,Tsukamoto,Hiromutsu,64,132,,,Center fielder
198,,100198,1918,12,22,Japan,Hayashi,Shinichiro,67,141,,,First baseman
199,,100199,1918,,,Japan,Ota,Kenichi,68,141,,,Right fielder
200,,100200,1919,10,9,Japan,Minagawa,Sadayuki,63,132,,,Shortstop
201,,100201,1920,,,Japan,Tsuji,Nobuo,66,123,,,Shortstop
202,,100202,1904,12,16,Taiwan,Yokozawa,Saburo,66,123,,,Second baseman
203,,100203,1906,3,18,Japan,Mori,Shigeo,67,165,,,Pinch Hitter
204,,100204,1906,9,27,United States,Moriguchi,Jiro,67,132,,,Right fielder
205,,100205,1907,4,2,United States,Tanaka,Yoshio,0,0,,,Catcher
206,,100206,1911,,,Japan,Nishiike,Hidetaka,66,123,,,Pitcher
207,,100207,1911,,,Japan,Shioda,Ineo,70,137,,,Pitcher
208,,100208,1914,2,5,United States,Yamada,Den,64,123,,,Center fielder
209,,100209,1914,9,30,United States,Nogami,Kiyomitsu,0,0,,,Second baseman
210,,100210,1914,,,Japan,Hino,Hiromi,67,141,,,Catcher
211,,100211,1915,,,Japan,Yano,Makio,66,141,,,Third baseman
212,,100212,1915,,,Japan,Ando,Yukinori,0,0,,,Second baseman
213,,100213,1916,,,Japan,Shigeri,Sakae,66,132,,,Pitcher
214,,100214,1916,,,Japan,Tashiro,Sueo,65,141,,,Catcher
215,,100215,1918,6,2,Japan,Inoue,Yasuhiro,63,137,,,Second baseman
216,,100216,1918,6,20,Japan,Matsuo,Kozo,67,150,,,Pitcher
217,,100217,1918,8,19,Japan,Oki,Katsumi,66,132,,,Catcher
218,,100218,1918,,,Japan,Murasawa,Hideo,0,0,,,Pitcher
219,,100219,1920,2,22,Japan,Nakagawa,Miyoshi,68,141,,,Pitcher
220,,100220,1921,9,1,Japan,Nishizawa,Michio,72,161,,,First baseman
221,,100221,,,,,Saito,Masahisa,0,0,,,Pitcher
222,,100222,1912,9,8,United States,Kameda,Tadashi,69,183,,,Pitcher
223,,100223,1913,,,Taiwan,Mise,Mitsunori,66,123,,,Pinch Hitter
224,,100224,1914,2,19,Japan,Utsumi,Iso,68,150,,,First baseman
225,,100225,1914,5,18,Japan,Asai,Taro,0,0,,,First baseman
226,,100226,1915,,,Japan,Isono,Seiji,0,0,,,Shortstop
227,,100227,1915,,,Japan,Muroi,Yutaka,67,150,,,Catcher
228,,100228,1916,12,8,Japan,Okano,Hachiro,66,123,,,Third baseman
229,,100229,1917,1,14,Japan,Odano,Kashiwa,67,146,,,Left fielder
230,,100230,1917,9,9,Japan,Tsuri,Tsuneo,67,150,,,Pitcher
231,,100231,1918,10,7,Japan,Nomura,Takayoshi,67,141,,,Left fielder
232,,100232,1918,11,7,Japan,Murase,Ichizo,64,132,,,Shortstop
233,,100233,1918,11,24,Japan,Tsunekawa,Sukesaburo,67,132,,,Pitcher
234,,100234,1919,1,2,Japan,Yoshihara,Masaki,65,146,,,Catcher
235,,100235,1919,1,4,Japan,Santa,Masao,68,150,,,Left fielder
236,,100236,1919,5,10,Japan,Chiba,Shigeru,66,141,,,Second baseman
237,,100237,1919,11,29,Japan,Kinoshita,Masafumi,68,146,,,Third baseman
238,,100238,1919,,,Japan,Takahashi,Satoshi,66,132,,,Pitcher
239,,100239,1919,,,Japan,Hamazaki,Hiroshi,0,0,,,Second baseman
240,,100240,1920,3,23,Japan,Kawakami,Tetsuharu,68,165,,,First baseman
241,,100241,1920,,,Japan,Mukasa,Shigeo,68,132,,,Left fielder
242,,100242,1921,1,16,Japan,Yamada,Kiyoshi,65,128,,,Shortstop
243,,100243,1911,,,China,Ryu,Sesho,69,141,,,Pitcher
244,,100244,1912,7,9,Japan,Takano,Momosuke,0,0,,,Left fielder
245,,100245,1912,8,25,Japan,Nakamura,Kinji,68,165,,,First baseman
246,,100246,1912,,,Japan,Kishimoto,Shoji,0,0,,,First baseman
247,,100247,1913,11,8,Japan,Suzuki,Yoshitaro,0,0,,,Third baseman
248,,100248,1914,7,10,United States,Ueda,Yoshio,67,132,,,Second baseman
249,,100249,1914,7,15,Japan,Naya,Yonekichi,0,0,,,Pitcher
250,,100250,1915,9,20,Japan,Kaizoji,Koji,64,132,,,Right fielder
251,,100251,1915,11,1,Japan,Nakada,Michinobu,66,141,,,Catcher
252,,100252,1916,12,8,Japan,Hirai,Isaburo,64,132,,,Left fielder
253,,100253,1916,,,Japan,Kaino,Daichi,0,0,,,Second baseman
254,,100254,1917,10,17,Japan,Tamakoshi,Toshio,66,141,,,First baseman
255,,100255,1918,2,15,Japan,Nakano,Masao,68,150,,,First baseman
256,,100256,1918,4,19,Japan,Nakatani,Junji,70,150,,,Third baseman
257,,100257,1918,5,1,Japan,Sakazawa,Masao,66,132,,,Second baseman
258,,100258,1918,6,4,Japan,Kurio,Nobuo,66,132,,,First baseman
259,,100259,1918,8,8,Japan,Kobayashi,Goro,64,132,,,Shortstop
260,,100260,1918,10,10,Japan,Yoshikawa,Yoshitsugu,66,141,,,Catcher
261,,100261,1918,,,Japan,Isobe,Takeo,67,132,,,Pitcher
262,,100262,1918,,,Japan,Nishibata,Toshiro,66,132,,,Second baseman
263,,100263,1918,,,Japan,Kobayashi,Zenichiro,0,0,,,Second baseman
264,,100264,1918,,,Japan,Ito,Tsunemori,66,132,,,First baseman
265,,100265,1918,,,Taiwan,Shimomura,Yutaka,69,141,,,Shortstop
266,,100266,1919,6,14,Japan,Fukushi,Isamu,67,123,,,Pitcher
267,,100267,1919,,,Japan,Takakubo,Toyozo,0,0,,,Left fielder
268,,100268,1919,,,Japan,Miyaguchi,Yoshikichi,69,157,,,Pitcher
269,,100269,1919,,,Japan,Umemoto,Masao,0,0,,,Pinch Hitter
270,,100270,1919,,,Japan,Fushimi,Goro,66,132,,,Catcher
271,,100271,1919,,,Japan,Yamao,Toshikazu,68,150,,,Center fielder
272,,100272,1919,,,Japan,Nagai,Masahisa,0,0,,,Second baseman
273,,100273,1920,4,10,Japan,Kinoshita,Isamu,68,150,,,Pitcher
274,,100274,1920,5,13,Japan,Ishii,Takeo,68,141,,,First baseman
275,,100275,1920,6,21,Japan,Kusunoki,Yasuo,69,154,,,Catcher
276,,100276,1920,7,4,Japan,Nagashima,Susumu,67,141,,,Catcher
277,,100277,1920,8,25,Japan,Masano,Iwao,67,141,,,Pitcher
278,,100278,1921,1,14,Japan,Iwamoto,Akira,67,143,,,Left fielder
279,,100279,1904,,,Japan,Takada,Katsuo,0,0,,,First baseman
280,,100280,1910,,,Philippines,Rivera,Adelano,68,141,,,Center fielder
281,,100281,1911,,,North Korea,Boku (Hyeon-Myeong Park),Kenmei,70,157,,,Pitcher
282,,100282,1912,5,4,Taiwan,Okamura,Toshiaki,67,132,,,Right fielder
283,,100283,1912,,,Japan,Arakawa,Masayoshi,68,141,,,Pinch Hitter
284,,100284,1914,3,3,Japan,Kato,Shoji,69,165,,,Right fielder
285,,100285,1914,4,28,Japan,Takasu,Kiyoshi,66,157,,,Second baseman
286,,100286,1915,2,13,Japan,Shintomi,Usaburo,0,0,,,First baseman
287,,100287,1915,2,20,Japan,Kojima,Otoo,0,0,,,Catcher
288,,100288,1915,7,24,Japan,Yoshida,Isaki,69,165,,,Left fielder
289,,100289,1916,4,12,Japan,Kan,Toshio,66,141,,,First baseman
290,,100290,1916,7,27,Japan,Tsuruoka,Kazuto,68,150,,,Third baseman
291,,100291,1916,11,27,Japan,Okamoto,Toshiyuki,68,150,,,Catcher
292,,100292,1916,,,Japan,Omiya,Kiyoshi,67,132,,,Pitcher
293,,100293,1916,,,Japan,Yamamoto,Aiichiro,0,0,,,Third baseman
294,,100294,1917,7,12,Japan,Tomimatsu,Nobuhiko,67,141,,,Center fielder
295,,100295,1918,1,8,Japan,Iwade,Kiyoshi,66,139,,,Right fielder
296,,100296,1918,1,9,Japan,Suzukida,Tomaru,68,157,,,Left fielder
297,,100297,1918,6,27,United States,Kameda,Toshio,66,141,,,Pitcher
298,,100298,1918,,,Japan,Okamoto,Kazuo,66,137,,,Catcher
299,,100299,1918,,,Japan,Doi,Shozo,67,139,,,Third baseman
300,,100300,1919,1,6,Japan,Noguchi,Jiro,69,141,,,Pitcher
301,,100301,1919,5,15,Japan,Kunihisa,Shoichi,66,148,,,Second baseman
302,,100302,1919,6,14,Japan,Yamane,Minoru,68,150,,,Left fielder
303,,100303,1919,7,12,Japan,Seike,Chutaro,67,141,,,Catcher
304,,100304,1919,9,1,Japan,Mori,Kunigoro,64,123,,,Center fielder
305,,100305,1919,9,19,Japan,Tanaka,Yukio,67,132,,,Shortstop
306,,100306,1919,11,28,Japan,Izutsu,Kenichi,67,132,,,Pitcher
307,,100307,1919,12,1,Japan,Nakao,Teruzo,69,157,,,Pitcher
308,,100308,1919,12,27,Japan,Amakawa,Seizaburo,67,148,,,Pitcher
309,,100309,1919,12,30,Japan,Kimura,Shinichi,0,0,,,Shortstop
310,,100310,1919,,,Japan,Yanagi,Tsuruji,67,141,,,Shortstop
311,,100311,1919,,,Japan,Morita,Minoru,67,137,,,Center fielder
312,,100312,1919,,,Japan,Kobayashi,Yoshio,66,146,,,Third baseman
313,,100313,1919,,,Japan,Matsuoka,Koji,65,130,,,Shortstop
314,,100314,1919,,,Japan,Nagao,Sadatoshi,70,141,,,Pitcher
315,,100315,1919,,,Japan,Hirano,Shotaro,69,141,,,Pitcher
316,,100316,1919,,,Japan,Araki,Masakimi,66,139,,,Pitcher
317,,100317,1920,1,1,Japan,Iwagaki,Jiro,64,132,,,Left fielder
318,,100318,1920,2,23,Japan,Hattori,Tsuguhiro,67,139,,,Pitcher
319,,100319,1920,3,6,Japan,Muramatsu,Yukio,69,150,,,Pitcher
320,,100320,1920,3,30,Japan,Ito,Jinkichi,68,141,,,Second baseman
321,,100321,1920,4,22,Japan,Hibino,Takeshi,68,157,,,Catcher
322,,100322,1920,8,13,Japan,Maki,Tsuneichi,67,123,,,Left fielder
323,,100323,1920,,,Japan,Yamamoto,Jiro,65,137,,,Third baseman
324,,100324,1920,,,Japan,Shibata,Tamao,72,170,,,Catcher
325,,100325,1920,,,Japan,Ito,Yoshio,66,123,,,Second baseman
326,,100326,1920,,,Japan,Oribe,Yoshizo,66,132,,,Left fielder
327,,100327,1920,,,Japan,Amano,Takeichi,66,130,,,Shortstop
328,,100328,1921,1,12,Japan,Kimura,Tsutomu,67,141,,,Center fielder
329,,100329,1921,2,11,Japan,Nakada,Kinichi,66,148,,,Left fielder
330,,100330,1921,8,9,Japan,Ikeda,Hisayuki,66,150,,,Catcher
331,,100331,1921,9,5,Japan,Muramatsu,Chotaro,66,150,,,Right fielder
332,,100332,1921,11,13,Japan,Miwa,Hachiro,69,150,,,Pitcher
333,,100333,1921,,,Japan,Ohashi,Mamoru,67,141,,,Pitcher
334,,100334,1921,,,Japan,Numata,Haruo,63,128,,,Pitcher
335,,100335,1908,2,21,Japan,Kato,Kisaku,64,128,,,Second baseman
336,,100336,1908,3,30,Japan,Inokawa,Toshiharu,68,150,,,Catcher
337,,100337,1911,8,17,United States,Honda,Chikayoshi,0,0,,,First baseman
338,,100338,1912,3,11,Japan,Iwamoto,Yoshiyuki,67,161,,,Right fielder
339,,100339,1912,7,17,Japan,Haiyama,Motoaki,68,132,,,First baseman
340,,100340,1913,7,3,Japan,Murakami,Shigeo,0,0,,,Left fielder
341,,100341,1914,9,23,Japan,Nakajima,Takashi,0,0,,,Right fielder
342,,100342,1915,10,11,Japan,Matsuo,Goro,0,0,,,Left fielder
343,,100343,1916,,,Japan,Arai,Hajime,0,0,,,Right fielder
344,,100344,1917,4,12,Japan,Tominaga,Yoshiro,0,0,,,Right fielder
345,,100345,1917,4,25,Japan,Okada,Fukuyoshi,64,117,,,Second baseman
